index,old_id,message,empathy
6413,2012,im feeling wounded fustrated put down met and betrayed,"pain, upset, regret"
6414,2012,im feeling wounded fustrated put down frustrating and betrayed,"pain, upset, regret"
6415,2012,im feeling wounded fustrated put down frustrating and betrayed,"pain, upset, regret"
6416,2012,im feeling wounded fustrated put down frustrating and betrayed,"pain, upset, regret"
6417,2012,im feeling making fustrated put down disappoint and betrayed,"pain, upset, regret"
6418,2012,im feeling making fustrated put down disappoint and betrayed,"pain, upset, regret"
6419,2012,im feeling making fustrated put down disappoint and betrayed,"pain, upset, regret"
6420,2012,im feeling making fustrated put down met and betrayed,"pain, upset, regret"
6421,2012,im feeling making fustrated put down met and betrayed,"pain, upset, regret"
6422,2012,im feeling making fustrated put down met and betrayed,"pain, upset, regret"
6423,2012,im feeling making fustrated put down frustrating and betrayed,"pain, upset, regret"
6424,2012,im feeling making fustrated put down frustrating and betrayed,"pain, upset, regret"
6425,2012,im feeling making fustrated put down frustrating and betrayed,"pain, upset, regret"
6426,2013,in pain frustrated and exhausted,pain
6427,2013,in painless frustrated and exhausted,pain
6428,2013,in hurts frustrated and exhausted,pain
6429,2013,in agony frustrated and exhausted,pain
6430,2014,sore toe,pain
6431,2014,painful toe,pain
6432,2014,wound toe,pain
6433,2015,in pain a bit,pain
6434,2015,in painless a bit,pain
6435,2015,in hurts a bit,pain
6436,2015,in agony a bit,pain
6437,2016,im feel pain,pain
6438,2016,im feel painless,pain
6439,2016,im feel hurts,pain
6440,2016,im feel agony,pain
6441,2017,my stomach hurts,pain
6442,2017,my stomach wounded,pain
6443,2017,my stomach makes,pain
6444,2018,im hurt,pain
6445,2018,im hurtful,pain
6446,2018,im wounded,pain
6447,2019,my sunburn hurts,pain
6448,2019,my sunburn wounded,pain
6449,2019,my sunburn makes,pain
6450,2020,my head hurts just a little,pain
6451,2020,my head wounded just a little,pain
6452,2020,my head makes just a little,pain
6453,2021,achy and excited,"pain, excited"
6454,2021,achy and agitated,"pain, excited"
6455,2021,achy and agitated,"pain, excited"
6456,2022,achy in control,pain
6457,2022,achy in check,pain
6458,2022,achy in regulate,pain
6459,2023,in so much pain,pain
6460,2023,in so much painless,pain
6461,2023,in so much hurts,pain
6462,2023,in so much agony,pain
6463,2024,want to hurt,pain
6464,2024,want to hurtful,pain
6465,2024,want to wounded,pain
6466,2025,anguished,pain
6467,2026,in pain 😥😢,pain
6468,2026,in painless 😥😢,pain
6469,2026,in hurts 😥😢,pain
6470,2026,in agony 😥😢,pain
6471,2027,im in pain but i feel good,pain
6472,2027,im in painless but i feel good,pain
6473,2027,im in hurts but i feel good,pain
6474,2027,im in agony but i feel good,pain
6475,2028,hurt annoyed small,"pain, annoyed"
6476,2028,hurtful unhappy small,"pain, annoyed"
6477,2028,wounded unhappy small,"pain, annoyed"
6478,2029,unmotivated,unmotivated
6479,2030,apathetic,unmotivated
6480,2030,indifferent,unmotivated
6481,2031,unproductive,unmotivated
6482,2032,stuck,unmotivated
6483,2033,demotivated,unmotivated
6484,2034,apathy,unmotivated
6485,2035,dysphoric,unmotivated
6486,2036,no motivation,unmotivated
6487,2036,no motivates,unmotivated
6488,2037,procrastinating,unmotivated
6489,2038,lack of motivation,unmotivated
6490,2038,lack of motivates,unmotivated
6491,2039,disinterested,unmotivated
6492,2040,apathic,unmotivated
6493,2041,unmotivated and depressed,"unmotivated, depressed"
6494,2041,unmotivated and cut,"unmotivated, depressed"
6495,2041,unmotivated and cut,"unmotivated, depressed"
6496,2041,unmotivated and decreased,"unmotivated, depressed"
6497,2041,unmotivated and decreased,"unmotivated, depressed"
6498,2042,a bit stuck,unmotivated
6499,2043,lack of motivation at work,unmotivated
6500,2043,lack of motivates at work,unmotivated
6501,2044,unmotivated and exhausted,"unmotivated, tired"
6502,2044,unmotivated and weary,"unmotivated, tired"
6503,2044,unmotivated and weary,"unmotivated, tired"
6504,2044,unmotivated and made,"unmotivated, tired"
6505,2044,unmotivated and made,"unmotivated, tired"
6506,2045,feeling a little unmotivated,unmotivated
6507,2045,feel a little unmotivated,unmotivated
6508,2045,feelings a little unmotivated,unmotivated
6509,2045,making a little unmotivated,unmotivated
6510,2046,im feeling the same as most evenings apathy,unmotivated
6511,2046,im feeling the same as most evenings lethargy,unmotivated
6512,2047,i feel dysphoric and awful,"unmotivated, pain, despair"
6513,2047,i smell dysphoric and ugly,"unmotivated, pain, despair"
6514,2047,i smell dysphoric and ugly,"unmotivated, pain, despair"
6515,2047,i smell dysphoric and ugly,"unmotivated, pain, despair"
6516,2047,i smelling dysphoric and ugly,"unmotivated, pain, despair"
6517,2047,i senseing dysphoric and ugly,"unmotivated, pain, despair"
6518,2047,i sense dysphoric and ugly,"unmotivated, pain, despair"
6519,2047,i sense dysphoric and ugly,"unmotivated, pain, despair"
6520,2047,i sense dysphoric and ugly,"unmotivated, pain, despair"
6521,2047,i smell dysphoric and sucked,"unmotivated, pain, despair"
6522,2047,i smell dysphoric and sucked,"unmotivated, pain, despair"
6523,2047,i smell dysphoric and sucked,"unmotivated, pain, despair"
6524,2047,i smelling dysphoric and sucked,"unmotivated, pain, despair"
6525,2047,i senseing dysphoric and sucked,"unmotivated, pain, despair"
6526,2047,i sense dysphoric and sucked,"unmotivated, pain, despair"
6527,2047,i sense dysphoric and sucked,"unmotivated, pain, despair"
6528,2047,i sense dysphoric and sucked,"unmotivated, pain, despair"
6529,2047,i smell dysphoric and scary,"unmotivated, pain, despair"
6530,2047,i smell dysphoric and scary,"unmotivated, pain, despair"
6531,2047,i smell dysphoric and scary,"unmotivated, pain, despair"
6532,2047,i smelling dysphoric and scary,"unmotivated, pain, despair"
6533,2047,i senseing dysphoric and scary,"unmotivated, pain, despair"
6534,2047,i sense dysphoric and scary,"unmotivated, pain, despair"
6535,2047,i sense dysphoric and scary,"unmotivated, pain, despair"
6536,2047,i sense dysphoric and scary,"unmotivated, pain, despair"
6537,2047,i smell dysphoric and awfully,"unmotivated, pain, despair"
6538,2047,i smell dysphoric and awfully,"unmotivated, pain, despair"
6539,2047,i smell dysphoric and awfully,"unmotivated, pain, despair"
6540,2047,i smelling dysphoric and awfully,"unmotivated, pain, despair"
6541,2047,i senseing dysphoric and awfully,"unmotivated, pain, despair"
6542,2047,i sense dysphoric and awfully,"unmotivated, pain, despair"
6543,2047,i sense dysphoric and awfully,"unmotivated, pain, despair"
6544,2047,i sense dysphoric and awfully,"unmotivated, pain, despair"
6545,2047,i smell dysphoric and terrible,"unmotivated, pain, despair"
6546,2047,i smell dysphoric and terrible,"unmotivated, pain, despair"
6547,2047,i smell dysphoric and terrible,"unmotivated, pain, despair"
6548,2047,i smelling dysphoric and terrible,"unmotivated, pain, despair"
6549,2047,i feelinging dysphoric and terrible,"unmotivated, pain, despair"
6550,2047,i senseing dysphoric and terrible,"unmotivated, pain, despair"
6551,2047,i sense dysphoric and terrible,"unmotivated, pain, despair"
6552,2047,i sense dysphoric and terrible,"unmotivated, pain, despair"
6553,2047,i sense dysphoric and terrible,"unmotivated, pain, despair"
6554,2048,i feel like unmotivated and i cant do things well i have no courage to push myself getting an opportunity,unmotivated
6555,2048,i feel like unmotivated and i cant do things well i have no courage to momentum myself getting an opportunity,unmotivated
6556,2048,i feel like unmotivated and i cant do things well i have no courage to press myself getting an opportunity,unmotivated
6557,2048,i feel like unmotivated and i cant do things well i have no courage to spur myself getting an opportunity,unmotivated
6558,2049,no motivation or interest in doing anything,unmotivated
6559,2049,no motivates or interest in doing anything,unmotivated
6560,2050,demotivated and sad,"unmotivated, sad"
6561,2050,demotivated and disheartening,"unmotivated, sad"
6562,2050,demotivated and disheartening,"unmotivated, sad"
6563,2050,demotivated and disheartening,"unmotivated, sad"
6564,2050,demotivated and disheartening,"unmotivated, sad"
6565,2050,demotivated and bummed,"unmotivated, sad"
6566,2050,demotivated and bummed,"unmotivated, sad"
6567,2050,demotivated and bummed,"unmotivated, sad"
6568,2050,demotivated and bummed,"unmotivated, sad"
6569,2050,demotivated and dishearteningly,"unmotivated, sad"
6570,2050,demotivated and bummedly,"unmotivated, sad"
6571,2050,demotivated and sadlyly,"unmotivated, sad"
6572,2050,demotivated and dssly,"unmotivated, sad"
6573,2051,apathetic and hurting negative,"unmotivated, pain"
6574,2051,indifferent and getting negative,"unmotivated, pain"
6575,2051,indifferent and hits negative,"unmotivated, pain"
6576,2052,kinda unmotivated,unmotivated
6577,2052,rather unmotivated,unmotivated
6578,2052,got unmotivated,unmotivated
6579,2053,i feel like not working and procrastinating,unmotivated
6580,2053,i feel like not working and dragging,unmotivated
6581,2054,im feeling  unmotivated,unmotivated
6582,2054,im feel  unmotivated,unmotivated
6583,2054,im feelings  unmotivated,unmotivated
6584,2054,im making  unmotivated,unmotivated
6585,2055,i feel unmotivated,unmotivated
6586,2055,i smell unmotivated,unmotivated
6587,2055,i feeling unmotivated,unmotivated
6588,2055,i sense unmotivated,unmotivated
6589,2056,unmotivated worried disappointed in myself,unmotivated
6590,2056,unmotivated worried disappoint in myself,unmotivated
6591,2056,unmotivated worried met in myself,unmotivated
6592,2056,unmotivated worried frustrating in myself,unmotivated
6593,2057,procastinating my study,unmotivated
6594,2058,a little unmotivated,unmotivated
6595,2058,a negligible unmotivated,unmotivated
6596,2058,a small unmotivated,unmotivated
6597,2058,a scarcely unmotivated,unmotivated
6598,2058,a gets unmotivated,unmotivated
6599,2059,slightly unmotivated but productive,"unmotivated, determined"
6600,2059,slightly unmotivated but lucrative,"unmotivated, determined"
6601,2059,slightly unmotivated but lucrative,"unmotivated, determined"
6602,2059,slightly unmotivated but lucrative,"unmotivated, determined"
6603,2059,slightly unmotivated but productivity,"unmotivated, determined"
6604,2059,slightly unmotivated but productivity,"unmotivated, determined"
6605,2059,slightly unmotivated but productivity,"unmotivated, determined"
6606,2060,too unmotivated to get up,unmotivated
6607,2060,too unmotivated to fetch up,unmotivated
6608,2061,i feel like im stuck in my head in looping thoughts and feelings and its preventing me from being in the present,unmotivated
6609,2061,i feel like im clogged in my head in looping thoughts and feelings and its preventing me from being in the present,unmotivated
6610,2062,unmotivated unenthusiastic,unmotivated
6611,2063,apathetic low bored,"unmotivated, sad, bored"
6612,2064,dysphoric and depressed,"unmotivated, depressed"
6613,2064,dysphoric and cut,"unmotivated, depressed"
6614,2064,dysphoric and cut,"unmotivated, depressed"
6615,2064,dysphoric and decreased,"unmotivated, depressed"
6616,2064,dysphoric and decreased,"unmotivated, depressed"
6617,2065,im feeling unmotivated and distracted,unmotivated
6618,2065,im feeling unmotivated and manned,unmotivated
6619,2066,disinterested sad,unmotivated
6620,2067,unmotivated  a little frustrated,unmotivated
6621,2067,unmotivated  a little shed,unmotivated
6622,2068,i feel like im procrastinating too much,unmotivated
6623,2069,like a fraud i feel like im stuck in a gender limbo and im terrified i cant find a way to earn money for living,unmotivated
6624,2069,like a fraud i feel like im stuck in a gender limbo and im bugged i cant find a way to earn money for living,unmotivated
6625,2069,like a fraud i feel like im stuck in a gender limbo and im afraid i cant find a way to earn money for living,unmotivated
6626,2070,lack luster  borde  unmotivated,unmotivated
6627,2070,insufficient luster  borde  unmotivated,unmotivated
6628,2070,shortcoming luster  borde  unmotivated,unmotivated
6629,2071,unmotivated but pressured,unmotivated
6630,2071,unmotivated but pressurized,unmotivated
6631,2071,unmotivated but gone,unmotivated
6632,2072,numb,disconnected
6633,2073,indifferent,disconnected
6634,2074,distracted,disconnected
6635,2075,cold,disconnected
6636,2076,disconnected,disconnected
6637,2076,offline,disconnected
6638,2077,uninterested,disconnected
6639,2077,disinterested,disconnected
6640,2078,withdrawn,disconnected
6641,2079,distant,disconnected
6642,2080,uninspired,disconnected
6643,2081,listless,disconnected
6644,2082,i have a cold,disconnected
6645,2083,intense,disconnected
6646,2084,kinda numb,disconnected
6647,2085,detached,disconnected
6648,2086,iffy,disconnected
6649,2087,i have the cold,disconnected
6650,2088,cold and lazy,"disconnected, lazy"
6651,2088,chill and lazy,"disconnected, lazy"
6652,2088,chill and lazy,"disconnected, lazy"
6653,2088,chill and lazy,"disconnected, lazy"
6654,2088,found-storage and lazy,"disconnected, lazy"
6655,2089,indifferent but slightly anxious,"disconnected, anxious"
6656,2090,a little numb,disconnected
6657,2091,directionless  unmotivated  dispassionate,"disconnected, unmotivated"
6658,2091,directionless  unmotivated  biased,"disconnected, unmotivated"
6659,2091,directionless  unmotivated  biased,"disconnected, unmotivated"
6660,2091,directionless  unmotivated  non-partisan,"disconnected, unmotivated"
6661,2091,directionless  unmotivated  non-partisan,"disconnected, unmotivated"
6662,2092,i feel very withdrawn and uninterested in life,disconnected
6663,2092,i feel very cut and uninterested in life,disconnected
6664,2092,i feel very withdrawal and uninterested in life,disconnected
6665,2092,i feel very withdrawing and uninterested in life,disconnected
6666,2093,kind of numb,disconnected
6667,2094,a bit distracted  cant quite get in the zone to get my work done,"disconnected, unmotivated"
6668,2094,a bit manned  cant quite get in the zone to get my work done,"disconnected, unmotivated"
6669,2095,i have a cold i feel tired,"disconnected, tired"
6670,2095,i have a cold i feel fatigue,"disconnected, tired"
6671,2095,i have a cold i feel fatigue,"disconnected, tired"
6672,2095,i have a cold i feel done,"disconnected, tired"
6673,2095,i have a cold i feel done,"disconnected, tired"
6674,2096,detached tired emotional,"disconnected, tired, emotional"
6675,2097,im numb to the fact that another dull week is starting tomorrow,disconnected
6676,2097,im numb to the fact that another monotonic week is starting tomorrow,disconnected
6677,2098,numb and uninterested,"disconnected, unmotivated"
6678,2098,numb and disinterested,"disconnected, unmotivated"
6679,2099,distracted lots of thoughts and with the potential to spiral,disconnected
6680,2099,manned lots of thoughts and with the potential to spiral,disconnected
6681,2100,numb feeling down and tired,"disconnected, tired"
6682,2100,paralyzed feeling down and fatigue,"disconnected, tired"
6683,2101,cold and sick,"disconnected, sick"
6684,2102,i feel indifferent,disconnected
6685,2103,mildly indifferent calm but not interested in doing any work low energy,disconnected
6686,2103,mildly oblivious calm but not interested in doing any work low energy,disconnected
6687,2104,im a bit numb,disconnected
6688,2105,num,disconnected
6689,2106,im in an iffy mood kind of down but kind of good,disconnected
6690,2107,diatracted,disconnected
6691,2108,cold and cough,sick
6692,2108,chill and cough,sick
6693,2108,cold-storage and cough,sick
6694,2109,numb bored but content but also questioning life at large,"disconnected, pensive"
6695,2109,paralyzed bored but content but also interrogating life at large,"disconnected, pensive"
6696,2109,paralyzed bored but content but also trying life at large,"disconnected, pensive"
6697,2110,incomplete,disconnected
6698,2111,just like im numb but ignoring it,disconnected
6699,2111,just like im paralyzed but ignoring it,disconnected
6700,2112,i feel uninspired,"disconnected, unmotivated"
6701,2112,i smell uninspired,"disconnected, unmotivated"
6702,2112,i smell uninspired,"disconnected, unmotivated"
6703,2112,i smell uninspired,"disconnected, unmotivated"
6704,2112,i smelling uninspired,"disconnected, unmotivated"
6705,2112,i senseing uninspired,"disconnected, unmotivated"
6706,2112,i sense uninspired,"disconnected, unmotivated"
6707,2112,i sense uninspired,"disconnected, unmotivated"
6708,2112,i sense uninspired,"disconnected, unmotivated"
6709,2113,im numb,disconnected
6710,2114,im feeling cold,disconnected
6711,2114,im feel cold,disconnected
6712,2114,im feelings cold,disconnected
6713,2114,im making cold,disconnected
6714,2115,completely numb,disconnected
6715,2116,im being distracted,"disconnected, unmotivated"
6716,2117,im just really cold and tired,tired
6717,2117,im just really cold and fatigue,tired
6718,2117,im just really cold and done,tired
6719,2118,numb but encouraged to keep doing things off my to do list,disconnected
6720,2118,paralyzed but encouraged to keep doing things off my to do list,disconnected
6721,2119,numb and somber,disconnected
6722,2119,paralyzed and somber,disconnected
6723,2120,distracted from work somewhat lonely and a little lost,"disconnected, lonely"
6724,2120,distracted from work somewhat isolated and a little lost,"disconnected, lonely"
6725,2120,distracted from work somewhat isolated and a little lost,"disconnected, lonely"
6726,2120,distracted from work somewhat alone and a little lost,"disconnected, lonely"
6727,2120,distracted from work somewhat alone and a little lost,"disconnected, lonely"
6728,2121,numb buddy,disconnected
6729,2122,distracted at work,disconnected
6730,2123,zoned out uninspired,disconnected
6731,2123,sorted out uninspired,disconnected
6732,2124,a little bit cold and ive got the sniffles but all in all im good,sick
6733,2124,a little bit chill and ive got the sniffles but all in all im good,sick
6734,2124,a little bit cold-storage and ive got the sniffles but all in all im good,sick
6735,2124,a little bit found and ive got the sniffles but all in all im good,sick
6736,2125,watching the sunset and distant storm lightning out backyard,disconnected
6737,2125,watching the sunset and far-flung storm lightning out backyard,disconnected
6738,2126,numb i havent done anything all day and im avoiding my problems,"disconnected, lazy"
6739,2126,paralyzed i havent done anything all day and im avoiding my problems,"disconnected, lazy"
6740,2127,indifference,disconnected
6741,2128,indifferent but not bad,disconnected
6742,2129,sort of detached,disconnected
6743,2130,i feel numb and like a failure,disconnected
6744,2130,i feel numb and like a inability,disconnected
6745,2130,i feel numb and like a flaw,disconnected
6746,2131,intense and sad,"disconnected, sad"
6747,2131,intense and disheartening,"disconnected, sad"
6748,2131,intense and disheartening,"disconnected, sad"
6749,2131,intense and disheartening,"disconnected, sad"
6750,2131,intense and disheartening,"disconnected, sad"
6751,2131,intense and bummed,"disconnected, sad"
6752,2131,intense and bummed,"disconnected, sad"
6753,2131,intense and bummed,"disconnected, sad"
6754,2131,intense and bummed,"disconnected, sad"
6755,2131,intense and dishearteningly,"disconnected, sad"
6756,2131,intense and bummedly,"disconnected, sad"
6757,2131,intense and sadlyly,"disconnected, sad"
6758,2131,intense and dssly,"disconnected, sad"
6759,2132,cold and nervous,"disconnected, anxious"
6760,2133,i feel listless and anxious,"disconnected, anxious"
6761,2133,i feel listless and wanted,"disconnected, anxious"
6762,2133,i feel listless and wanted,"disconnected, anxious"
6763,2133,i feel listless and willing,"disconnected, anxious"
6764,2133,i feel listless and willing,"disconnected, anxious"
6765,2134,catching a cold  but in good spirits,"sick,good"
6766,2134,catching a chill  but in right spirits,"sick,good"
6767,2135,getting over a cold,sick
6768,2136,i have a bit of a cold  but pretty good otherwise,"sick,good"
6769,2137,numb scared anxious frustrated and angry,"scared,anxious,frustrated,angry"
6770,2137,numb concerned wanted shed and irate,"scared,anxious,frustrated,angry"
6771,2137,numb concerned wanted shed and angered,"scared,anxious,frustrated,angry"
6772,2137,numb concerned willing shed and irate,"scared,anxious,frustrated,angry"
6773,2137,numb concerned willing shed and angered,"scared,anxious,frustrated,angry"
6774,2137,numb afraid wanted shed and irate,"scared,anxious,frustrated,angry"
6775,2137,numb afraid wanted shed and angered,"scared,anxious,frustrated,angry"
6776,2137,numb afraid willing shed and irate,"scared,anxious,frustrated,angry"
6777,2137,numb afraid willing shed and angered,"scared,anxious,frustrated,angry"
6778,2137,numb made wanted shed and irate,"scared,anxious,frustrated,angry"
6779,2137,numb made wanted shed and angered,"scared,anxious,frustrated,angry"
6780,2137,numb made willing shed and irate,"scared,anxious,frustrated,angry"
6781,2137,numb made willing shed and angered,"scared,anxious,frustrated,angry"
6782,2138,numb anxious,"disconnected, anxious"
6783,2139,i feel numb,disconnected
6784,2139,i feel paralyzed,disconnected
6785,2140,distracted and unmotivated,"disconnected, unmotivated"
6786,2140,manned and unmotivated,"disconnected, unmotivated"
6787,2141,relieved,relief
6788,2142,relief,relief
6789,2143,relief to good,relief
6790,2144,relieved i got through my first week back,relief
6791,2145,im feeling relieved,relief
6792,2146,i am almost relieved,relief
6793,2147,relieved and resolved to change,relief
6794,2147,cut and resolved to change,relief
6795,2147,liberated and resolved to change,relief
6796,2148,relieved  stressed  sad,"relief, stress, sad"
6797,2148,cut  stress  bummed,"relief, stress, sad"
6798,2148,liberated  stress  disheartening,"relief, stress, sad"
6799,2148,liberated  stress  bummed,"relief, stress, sad"
6800,2148,liberated  stressing  disheartening,"relief, stress, sad"
6801,2148,liberated  stressing  bummed,"relief, stress, sad"
6802,2149,relieved happy calm,"relief, happy, calm"
6803,2150,im sort of relieved,relief
6804,2151,relieved to be home,relief
6805,2151,liberated to be home,relief
6806,2152,releved,relief
6807,2153,relieved and content,"relief, calm"
6808,2153,liberated and content,"relief, calm"
6809,2153,liberated and content,"relief, calm"
6810,2154,relieved tired anxious,"relief, tired, anxious"
6811,2155,feeling slightly relieved,relief
6812,2155,feeling slightly liberated,relief
6813,2156,some relief and happy,"relief, happy"
6814,2157,relieved that i got some of the paperwork done  worried that im going to eat too much today,"relief, anxious"
6815,2157,cut that i got some of the paperwork done  distressed that im going to eat too much today,"relief, anxious"
6816,2157,cut that i got some of the paperwork done  concerned that im going to eat too much today,"relief, anxious"
6817,2157,liberated that i got some of the paperwork done  distressed that im going to eat too much today,"relief, anxious"
6818,2157,liberated that i got some of the paperwork done  concerned that im going to eat too much today,"relief, anxious"
6819,2157,liberated that i got some of the paperwork done  'il that im going to eat too much today,"relief, anxious"
6820,2158,relieved and hopeful,"relief, hopeful"
6821,2159,relieved bc exams are officially over but worried about my marks in art,"relief, anxious"
6822,2159,cut bc exams are officially over but distressed about my marks in art,"relief, anxious"
6823,2159,cut bc exams are officially over but concerned about my marks in art,"relief, anxious"
6824,2159,cut bc exams are officially over but 'il about my marks in art,"relief, anxious"
6825,2159,liberated bc exams are officially over but distressed about my marks in art,"relief, anxious"
6826,2159,liberated bc exams are officially over but concerned about my marks in art,"relief, anxious"
6827,2159,liberated bc exams are officially over but 'il about my marks in art,"relief, anxious"
6828,2160,relieved to be finished with class,relief
6829,2160,liberated to be finished with class,relief
6830,2161,i feel relieved that i finished payroll  so good,relief
6831,2161,i feel cut that i finished payroll  so good,relief
6832,2161,i feel liberated that i finished payroll  so good,relief
6833,2162,a mix of relief sadness and frustration,"relief, annoyed"
6834,2162,a mix of measures sadness and frustration,"relief, annoyed"
6835,2162,a mix of planning sadness and frustration,"relief, annoyed"
6836,2163,i feel relieved,relief
6837,2163,i feel liberated,relief
6838,2164,relieved and anxious,"relief, anxious"
6839,2165,relieved undeniably happy,"relief, happy"
6840,2166,relieved that work is over,relief
6841,2166,liberated that work is over,relief
6842,2167,im relieved,relief
6843,2168,feeling quite relieved that my presentation went well,relief
6844,2168,feeling quite cut that my presentation went well,relief
6845,2168,feeling quite liberated that my presentation went well,relief
6846,2169,love,affectionate
6847,2169,iove,affectionate
6848,2170,in love,affectionate
6849,2170,in iove,affectionate
6850,2171,loved,affectionate
6851,2171,liked,affectionate
6852,2172,warm,affectionate
6853,2172,warmer,affectionate
6854,2172,hot,affectionate
6855,2173,i love you,affectionate
6856,2173,i adore you,affectionate
6857,2173,i like you,affectionate
6858,2173,i iove you,affectionate
6859,2174,im feeling hated and loved broken and sad happy and confused and ahhh,"affectionate, sad, happy, confused, pain"
6860,2174,im feel hated and liked broken and disheartening upbeat and obscure and ahhh,"affectionate, sad, happy, confused, pain"
6861,2174,im feelings hated and liked broken and disheartening upbeat and obscure and ahhh,"affectionate, sad, happy, confused, pain"
6862,2174,im feel hated and liked broken and disheartening upbeat and cut and ahhh,"affectionate, sad, happy, confused, pain"
6863,2174,im feelings hated and liked broken and disheartening upbeat and cut and ahhh,"affectionate, sad, happy, confused, pain"
6864,2174,im making hated and liked broken and disheartening upbeat and cut and ahhh,"affectionate, sad, happy, confused, pain"
6865,2174,im feel hated and liked broken and disheartening doing and obscure and ahhh,"affectionate, sad, happy, confused, pain"
6866,2174,im feelings hated and liked broken and disheartening doing and obscure and ahhh,"affectionate, sad, happy, confused, pain"
6867,2174,im feelings hated and liked broken and disheartening doing and cut and ahhh,"affectionate, sad, happy, confused, pain"
6868,2174,im feel hated and liked broken and bummed upbeat and obscure and ahhh,"affectionate, sad, happy, confused, pain"
6869,2174,im feel hated and liked broken and bummed upbeat and cut and ahhh,"affectionate, sad, happy, confused, pain"
6870,2174,im feelings hated and liked broken and bummed upbeat and cut and ahhh,"affectionate, sad, happy, confused, pain"
6871,2174,im feel hated and liked broken and bummed doing and obscure and ahhh,"affectionate, sad, happy, confused, pain"
6872,2174,im feelings hated and liked broken and bummed doing and obscure and ahhh,"affectionate, sad, happy, confused, pain"
6873,2174,im feelings hated and liked broken and bummed doing and cut and ahhh,"affectionate, sad, happy, confused, pain"
6874,2174,im feel hated and liked broken and sadly upbeat and cut and ahhh,"affectionate, sad, happy, confused, pain"
6875,2174,im feel hated and liked broken and sadly doing and obscure and ahhh,"affectionate, sad, happy, confused, pain"
6876,2174,im feelings hated and liked broken and sadly doing and obscure and ahhh,"affectionate, sad, happy, confused, pain"
6877,2174,im feel hated and liked broken and sadly doing and cut and ahhh,"affectionate, sad, happy, confused, pain"
6878,2174,im feelings hated and liked broken and sadly doing and cut and ahhh,"affectionate, sad, happy, confused, pain"
6879,2175,romantic,affectionate
6880,2175,romance,affectionate
6881,2176,i feel in love,affectionate
6882,2176,i feel in adore,affectionate
6883,2176,i feel in iove,affectionate
6884,2177,i love a girl and she doesnt \nthat destroyed me,affectionate
6885,2177,i adore a girl and she doesnt \nthat destroyed me,affectionate
6886,2177,i like a girl and she doesnt \nthat destroyed me,affectionate
6887,2177,i iove a girl and she doesnt \nthat destroyed me,affectionate
6888,2178,energised loved,affectionate
6889,2178,energised liked,affectionate
6890,2179,love sickness,affectionate
6891,2179,adore sickness,affectionate
6892,2179,iove sickness,affectionate
6893,2180,in love excited for the weekend happier but still anxious and worried about the future,affectionate
6894,2180,in adore excited for the weekend happier but still anxious and worried about the future,affectionate
6895,2180,in like excited for the weekend happier but still anxious and worried about the future,affectionate
6896,2180,in iove excited for the weekend happier but still anxious and worried about the future,affectionate
6897,2180,in dances excited for the weekend happier but still anxious and worried about the future,affectionate
6898,2181,i want the love of my life here in my arms,affectionate
6899,2181,i want the adore of my life here in my arms,affectionate
6900,2181,i want the like of my life here in my arms,affectionate
6901,2181,i want the iove of my life here in my arms,affectionate
6902,2182,sympathetic,affectionate
6903,2182,supportive,affectionate
6904,2183,loved i guess,affectionate
6905,2183,liked i guess,affectionate
6906,2184,warm full happy,"affectionate, happy"
6907,2184,warmer full upbeat,"affectionate, happy"
6908,2184,hot full upbeat,"affectionate, happy"
6909,2185,serenity and loved,"affectionate, loved"
6910,2185,serenity and liked,"affectionate, loved"
6911,2186,im in love with someone who doesnt love me,affectionate
6912,2186,im in adore with someone who doesnt adore me,affectionate
6913,2186,im in like with someone who doesnt like me,affectionate
6914,2186,im in iove with someone who doesnt iove me,affectionate
6915,2187,very warm,affectionate
6916,2187,very warmer,affectionate
6917,2187,very hot,affectionate
6918,2188,affectionate,affectionate
6919,2189,feeling love,affectionate
6920,2189,feeling adore,affectionate
6921,2189,feeling iove,affectionate
6922,2190,i love our planet,affectionate
6923,2190,i adore our planet,affectionate
6924,2190,i like our planet,affectionate
6925,2190,i iove our planet,affectionate
6926,2191,loving,affectionate
6927,2192,kind of over the point to not caring,disconnected
6928,2192,kind of over the schools to not caring,disconnected
6929,2192,kind of over the item to not caring,disconnected
6930,2192,kind of over the indicates to not caring,disconnected
6931,2193,im feeling loved,"affectionate, loved"
6932,2193,im feeling liked,"affectionate, loved"
6933,2194,i feel the need to be loved,affectionate
6934,2194,i feel the need to be liked,affectionate
6935,2195,i love music,affectionate
6936,2195,i adore music,affectionate
6937,2195,i like music,affectionate
6938,2195,i iove music,affectionate
6939,2196,in love super happy,"affectionate, happy"
6940,2197,i feel loved by my children and i know that i do not have to be with josh forever possibly a couple more years until kids are a little older,affectionate
6941,2197,i feel liked by my children and i know that i do not have to be with josh forever possibly a couple more years until kids are a little older,affectionate
6942,2198,i have fallen in love with life again i feel alive for the first time in years i am in love with summer and my partners i am finally at peace,affectionate
6943,2198,i have fallen in adore with life again i feel alive for the first time in years i am in adore with summer and my partners i am finally at peace,affectionate
6944,2198,i have fallen in like with life again i feel alive for the first time in years i am in like with summer and my partners i am finally at peace,affectionate
6945,2198,i have fallen in iove with life again i feel alive for the first time in years i am in iove with summer and my partners i am finally at peace,affectionate
