num_seen,message,empathy,ignore
1,accomplished and calm,"determined, calm",
1,i feel that i have accomplished nothing today,"lazy, unmotivated",
1,accomplished but exhausted,"determined, tired",
1,im feeling productive but tired after a long day,"determined, tired",
1,ready to be productive and to have a good friday,determined,
1,studying,determined,
1,productive day working from home,determined,
1,determined to finish it and make it good,determined,
1,accomplished  successful  patient,determined,
1,feeling determined,determined,
1,feeling fairly productive,determined,
1,feeling productive,determined,
1,accomplished and tired,determined,
1,im determined,determined,
1,like i accomplished a lot today and had fun and relaxed,determined,
1,productive and inspired,"determined, inspired",
1,im feeling accomplished and anxious,"determined, anxious",
1,im trying to be productive,determined,
1,i feel accomplished because i cleaned my room today,determined,
1,determined to get back to portland,determined,
1,productive  hungry  and content,"determined, hungry, calm",
1,im just trying to be productive,determined,
1,wanting to be productive,determined,
1,i geel like i did not accomplish à lot of thing in my work and in my personal life,determined,
1,i feel accomplished happy and a little tired,"determined, happy, tired",
1,determined and ready to fight lol,determined,
1,i feel determined will regain the necessary performance,determined,
1,accomplished but tired,"determined, tired",
1,determined to do well on the exam,determined,
1,accomplished nervous,"determined, anxious",
1,feeling accomplished,determined,
1,im feeling accomplished and a little worried and sad,"determined, sad, anxious",
1,i feel productive and neutral,"determined, okay",
1,determined to succeed,determined,
1,concentrated anticipated and worry how manage all my tasks,determined,
1,i am feeling productive,determined,
1,i feel determined,determined,
1,im feeling accomplished but im also really exhausted,"determined, tired",
1,accomplished and frustrated,"determined, annoyed",
1,feeling productive indifferent normal,"determined, okay",
1,accomplished and getting my reward,"determined, confidence",
1,accomplished and worried,"determined, anxious",
1,productive and useful,determined,
1,productive and thrifty,determined,
1,not productive  tired and work down,"tired, unmotivated",
1,got a lot accomplished today and feel good but im just tired from the physical work,determined,
1,driven  gamey,determined,
1,productive  happy  a little uneasy,"determined, happy, uneasy",
1,accomplished  yet apprehensive,"determined, anxious",
1,semi productive,determined,
161,hungry,hungry,
7,i feel hungry,hungry,
3,im hungry,hungry,
2,hungry and tired,"hungry, tired",
2,im feeling hungry,hungry,
2,hungry and bored,"hungry, bored",
2,hungry and happy,"hungry, happy",
2,hangry,hungry,
1,hungry 😋 and i can feel that ive made a good workout today,hungry,
1,hungry and optimistic,"hungry, hopeful",
1,hungry restless,"hungry, restless",
1,hungry sad for dowe,hungry,
1,im hungry so im\nexcited about cooking something yummy,"hungry, excited",
1,im a little hungry but i feel all right,hungry,
1,hungry 😋,hungry,
1,im hungry ,hungry,
1,hungry mostly,hungry,
1,kinda hungry and tired,"hungry, tired",
1,hungry and my head hurts,"hungry, pain",
1,out of energy hungry hopeless empty,"hungry, tired, depressed, disconnected",
1,hungry lol,hungry,
1,hungry and a bit energetic,"hungry, engaged",
1,hungry and excited for the day,"hungry, excited",
1,im feeling hungry and a little tired,"hungry, tired",
1,hungry but i just woke up,hungry,
1,i have to eat im hungry lol,hungry,
1,i am hungry,hungry,
1,hungry and relaxed,"hungry, calm",
1,i feel hungry and angry,"hungry, angry",
1,a little tiredworn out i guess and hungry been here for 11 hours and now i need to go home quickly eat and work on my paper edits but such is life i guess,"hungry, tired",
1,im hungry and i am feeling content,"hungry, calm",
1,im hungry i cant eat,hungry,
1,hungry and both,hungry,
1,hungry ,hungry,
1,hungry haha,hungry,
1,feel hungry and agitated,"hungry, annoyed",
1,hungry and stressed,"hungry, stress",
1,i am very hungry,hungry,
1,hungry and scared,"hungry, scared",
1,feeling hungry,hungry,
1,a bit hungry,hungry,
1,zoned out hungry lymph nodes are swollen,"hungry, sick",
1,hungry as hell,hungry,
1,i am hungry otherwise i feel good,"hungry, good",
76,disappointed,unsatisfied,
21,discouraged,unsatisfied,
8,dissapointed,unsatisfied,
5,dejected,unsatisfied,
4,disheartened,unsatisfied,
3,i feel disappointed,unsatisfied,
3,disappointed in myself,unsatisfied,
2,disappointed in work  and apprehensive about my partners mood,"unsatisfied, anxious",
2,unsatisfied,unsatisfied,
2,i feel discouraged,unsatisfied,
1,i feel disappointed tired upset,"unsatisfied, tired, upset",
1,im very disappointed sad and overwhelmed,"unsatisfied, sad, anxious",
1,i feel disappointed because of the way a personal relationship is going,unsatisfied,
1,i feel a bit disappointed becos john isnt free tomorrow,unsatisfied,
1,a bit discouraged,unsatisfied,
1,i felt a little disappointed because i did not deliver up to the standards of my boss,unsatisfied,
1,a bit dissapointed,unsatisfied,
1,i am currently feeling in balancea little dissapointed in my ability to sleep properly,unsatisfied,
1,disappointed angry,"unsatisfied, angry",
1,discourage,unsatisfied,
1,i am disapointed with the human kind,unsatisfied,
1,im disappointed in myself,unsatisfied,
1,a little discouraged,unsatisfied,
1,disappointed by my friends,unsatisfied,
1,disappoint,unsatisfied,
1,i am disappointed sad and frustrated,"unsatisfied, sad, annoyed",
1,i feel a bit dejected because my friend doesnt feel content and i cant help her,unsatisfied,
1,disapointed,unsatisfied,
1,a bit disappointed  but mostly very positive,"unsatisfied, good",
1,disappointed 😔,unsatisfied,
1,disappointed i dont focus better in tennis,unsatisfied,
1,pretty discouraged,unsatisfied,
1,disappointed and depressed,"unsatisfied, depressed",
1,disappointed and dissatisfied,unsatisfied,
1,i feel kinda disappointed annoyed,"unsatisfied, annoyed",
1,disappointed in myself worried im slipping back into depression a little anxious about work next week it might all go to shit,"unsatisfied, anxious",
1,i feel a little dissapointed,unsatisfied,
1,im disappointed tired hurt pained suffering emotionally beaten meantally tortured physically abusing my body  just holding into a thread,"unsatisfied, tired, pain, emotional",
1,very disappointed,unsatisfied,
1,disappointed with myself  i cant find motivation i let myself down,"unsatisfied, unmotivated",
1,unsatisfied less than inspired,unsatisfied,
1,a little disappointed,unsatisfied,
1,im disappointed in myself for eating so muchi feel sick,"unsatisfied, full, sick",
1,dejected but hopeful,"unsatisfied, hopeful",
1,disappointed alone empty,"unsatisfied, lonely, emotionless, disconnected",
1,i am feeling disappointed  fat but proud that i restrained from binging,"unsatisfied, confidence, happy",
1,i am feeling a little disappointed in myself and kind of directionless,unsatisfied,
1,mildly disappointed,unsatisfied,
1,pretty disappointed in my self,unsatisfied,
1,a bit disappointed by a medical visit but not sad,unsatisfied,
1,dissatisfied,unsatisfied,
1,discourage at work and at home,unsatisfied,
1,i am disappointed with myself,unsatisfied,
1,bittersweet,unsatisfied,
1,disappointed undervalued,unsatisfied,
1,disappointed and frustrated,"unsatisfied, annoyed",
18,terrible,despair,
13,awful,despair,
4,despondent,despair,
2,broken,despair,
2,heart broken,despair,
1,bit despondent and disappointed,"despair, unsatisfied",
1,not terrible but not great,okay,
1,awful and sad,"despair, sad",
1,terrible and ill,"despair, sick",
1,i feel awful sad guilty,"despair, sad, regret",
1,terrible and okay,"despair, okay",
1,i feel terrible,despair,
1,literally terrible lol,despair,
1,awfull,despair,
1,fucking terrible,despair,
1,awful down ill terrible any word that could describe feeling bad thats me,"despair, depressed",
1,despondent  unenthused  worried,"despair, unmotivated, anxious",
1,awful hopeless lonely empty,"despair, depressed, lonely, disconnected",
1,terrible  had a fight with friend,despair,
1,fucking terrible  in angry and sad and depressed and i wanna scream out loud,"despair, depressed, angry, sad",
1,terriable,despair,
1,desperate,despair,
1,really awful and hopeless i feel trapped and unwanted in my family,despair,
1,i have no money  im broke  as in broken,despair,
67,i dont know,idk,
31,idk,idk,
13,dont know,idk,
11,not sure,idk,
10,unsure,idk,
8,im not sure,idk,
4,no idea,idk,
3,i dont really know,idk,
2,undecided,idk,
2,i dont know how to describe it,idk,
2,in between,idk,
2,i really dont know,idk,
1,i often feel like i dont know to be a human being,idk,
1,a lil undecided on what to do next,idk,
1,idk a little bit sad,sad,
1,i dont really know if im going to be honest i really cant feel anything,idk,
1,not really that well because of my period,idk,
1,i dont know i was anxious earlier,idk,
1,i dont know happy,happy,
1,feeling unsure about myself,idk,
1,a bit unsure how the current engagement will evolve,idk,
1,i dont know but there is a lot of it,idk,
1,hmmm  i dont really know,idk,
1,im not sure im not well but  at the moment im not feeling terrible either distracting myself with things i enjoy but also needs me concentrating  helps avoid my feelings abbot,idk,
1,not really feeling much kind of numb i feel a little bit like a spare part,"emotionless, disconnected",
1,i dont know what im feeling,idk,
1,i dont know  i think i am feeling ok after yesterdays hangover,idk,
1,not really good ive been playing until 200 am again,idk,
1,im not sure pretty good though i think,idk,
1,i feel not the best with that a bit clueless not really sure what i can do to change this,idk,
1,im not really sure,idk,
1,in between sad and content,"sad, calm",
1,i dont know how i feel 😬,idk,
1,idk sad,idk,
1,im not sure who i am all the time i have sad feelings and lonely feelings  i dont like this its very hard to deal with i want to be happy but my insides are sad,"sad, lonely",
1,i dont know what to feel or think,idk,
1,im not sure but i guess that i feel pretty down,sad,
1,unsure if jules actually likes me,idk,
1,i dont know what my passion,idk,
1,like idk what to do,idk,
1,i dont know tired,tired,
1,lacking in confidence and unsure about the future,idk,
1,im not sure not great not bad somewhere in between,average,
1,unsure 😐,idk,
1,huh,idk,
1,dunno,idk,
1,im not really feeling anything a little tired and sluggish but not overly so,"tired, unmotivated",
1,im not sure about it,idk,
1,i dont really know🤷🏼‍♀️,idk,
1,not really feeling much of anything right now,idk,
1,dont know what to do,idk,
1,idk ok but still stressed tired,"okay, stress, tired",
1,i want something i dont know if i can have it,idk,
1,i dont know  just ok,idk,
1,not really sure,idk,
1,not really good,idk,
1,feel like theres hope but dont know where its at,idk,
1,i dont know what you mean,idk,
1,planful but thats not really a feeling is it maybe eager to get started,idk,
1,i really dont know like kinda tired and frustrated but im okay,"okay, tired, annoyed",
1,i dont know not good not bad,idk,
1,im not sure how i feel,idk,
1,waiting\n\nno idea\n\ntried \n\nhungry\n\nthirsty,idk,
1,i have no idea,idk,
33,high,intoxicated,
20,drunk,intoxicated,
7,tipsy,intoxicated,
3,stoned,intoxicated,
3,fucked,intoxicated,
2,high asf,intoxicated,
2,high energy but not in a good way,intoxicated,
1,im hella high at the space needle but oh well you live some you lose some,intoxicated,
1,marijuana high thinking too much overthinking social interactions,"intoxicated, anxious",
1,tipsy but happy,intoxicated,
1,feel high and satisfied,intoxicated,
1,little high,intoxicated,
1,high spirits,intoxicated,
1,high and relaxed,"intoxicated, calm",
1,bit drunk actually good today,intoxicated,
1,im really high,intoxicated,
1,im high,intoxicated,
1,ive been high on molly for 16 hours,intoxicated,
1,highhh,intoxicated,
1,high energy,intoxicated,
1,feeling high,intoxicated,
1,i meant high,intoxicated,
1,quite high,intoxicated,
1,i want to get high all the time,intoxicated,
1,im high so im calm and not anxious,intoxicated,
1,i feel very drunk and im also pretty tired,intoxicated,
1,mildly high,intoxicated,
1,i am high,intoxicated,
1,drunk and happy,intoxicated,
1,not high and not low,intoxicated,
1,its a high,intoxicated,
1,a little drunk,intoxicated,
1,high energy dont want to sleep,intoxicated,
1,high 😵,intoxicated,
1,lil tipsy and happy and sad,intoxicated,
1,high energyyyy i misclicked,intoxicated,
1,im drunk,intoxicated,
1,extremely fucked off i wanna rip someones head off,intoxicated,
1,back up i meant my mood is high,intoxicated,
1,i want to tell you my energy is high,intoxicated,
1,im feeling stoned and happy,intoxicated,
1,high anxiety,intoxicated,
55,in pain,pain,
51,sore,pain,
49,pain,pain,
41,hurt,pain,
21,miserable,pain,
8,hurting,pain,
7,painful,pain,
6,devastated,pain,
6,im in pain,pain,
5,pained,pain,
5,achy,pain,
4,my head hurts,pain,
2,painfull,pain,
2,in pain tired and a little lonely,pain,
2,stomach hurts,pain,
2,sore and tired,"pain, tired",
2,back pain,pain,
2,in pain anxious,"pain, anxious",
2,i feel miserable,pain,
1,in pain but better,"pain, better",
1,period pain,pain,
1,i am feeling pain,pain,
1,in pain  annoyed  worried,"pain, annoyed, anxious",
1,my body hurts from work aha,pain,
1,belly pain and headache,pain,
1,my back is hurting a bit,pain,
1,in a ton of pain,pain,
1,bit sore,pain,
1,hurt and sad,"pain, sad",
1,in a lot of pain,pain,
1,hurt  sleepy  fat,"pain, sleep",
1,hurt sad isolated,"pain, sad, lonely",
1,pretty sore,pain,
1,devastated  trapped  longing  confused  restless,"pain, restless, confused",
1,my neck hurts,pain,
1,in pain but happy,"pain, happy",
1,in lot of pain and quite anxious,"pain, anxious",
1,in a lot of pain because i have a migraine and i cant think properly,pain,
1,sore legs,pain,
1,chest  hurting,pain,
1,completely devastated  shocked  overwhelmed  discouraged  drained of all energy,"pain, anxious, tired",
1,some physical pain but otherwise ok,pain,
1,sore frustrated,pain,
1,apart from sore neck i feel great,pain,
1,bro im in pain,pain,
1,in physical pain in my mouth,pain,
1,my back hurts haha,pain,
1,i hurt physically,pain,
1,stomach pain,pain,
1,im feeling hated and hurt,pain,
1,been in pain and i am feeling sick,pain,
1,i am having some back pain so im not very happy about that woebot,pain,
1,neck pain,pain,
1,i feel hurt,pain,
1,in pain isolated sad,pain,
1,less fluey but just in pain it is extreme spasms and im anxious about tomorrow because i might not be able to go,pain,
1,in pain kinda anxious,pain,
1,in physical pain,pain,
1,achey,pain,
1,my shoulders hurt so not in a really good mood,pain,
1,dealing with a lot of pain,pain,
1,pain and exhaustion,"pain, tired",
1,anguish and guilt,"pain, regret",
1,exhaused and my head hurts,pain,
1,im sore,pain,
1,i hurt,pain,
1,a little in pain tired,"pain, tired",
1,mostly in pain,pain,
1,miserable and worthless,"pain, depressed",
1,blaaa in some pain,pain,
1,allergic to pollen and my face hurts,pain,
1,she always hurt me not only mental and physical  she really wants to keep a good kids in front of my mother but she will always forgot about someone else around with her i cant stand out for her anymore hope that she could leave my world as soon as possible,pain,
1,im pain,pain,
1,woeboti feeling hurt and painful can you help me,pain,
1,hurt angry,pain,
1,sore and ache my workout was harder than i think it should be it was really hard to get out of bed and i ended my workout early because i was so exhausted,pain,
1,on my period heart and kidney hurts,pain,
1,im in physical pain,pain,
1,im in pain and unhappy,"pain, sad",
1,physically hurting,pain,
1,pain pain and pain,pain,
1,back hurts,pain,
1,in pain tired nauseous lonely,pain,
1,im feeling hurt fustrated put down disappointed and betrayed,"pain, upset, regret",
1,in pain frustrated and exhausted,pain,
1,sore toe,pain,
1,in pain a bit,pain,
1,im feel pain,pain,
1,my stomach hurts,pain,
1,im hurt,pain,
1,my sunburn hurts,pain,
1,my head hurts just a little,pain,
1,achy and excited,"pain, excited",
1,achy in control,pain,
1,in so much pain,pain,
1,want to hurt,pain,
1,anguished,pain,
1,in pain 😥😢,pain,
1,im in pain but i feel good,pain,
1,hurt annoyed small,"pain, annoyed",
54,unmotivated,unmotivated,
28,apathetic,unmotivated,
8,unproductive,unmotivated,
5,stuck,unmotivated,
5,demotivated,unmotivated,
5,apathy,unmotivated,
4,dysphoric,unmotivated,
4,no motivation,unmotivated,
3,procrastinating,unmotivated,
2,lack of motivation,unmotivated,
2,disinterested,unmotivated,
2,apathic,unmotivated,
2,unmotivated and depressed,"unmotivated, depressed",
1,a bit stuck,unmotivated,
1,lack of motivation at work,unmotivated,
1,unmotivated and exhausted,"unmotivated, tired",
1,feeling a little unmotivated,unmotivated,
1,im feeling the same as most evenings apathy,unmotivated,
1,i feel dysphoric and awful,"unmotivated, pain, despair",
1,i feel like unmotivated and i cant do things well i have no courage to push myself getting an opportunity,unmotivated,
1,no motivation or interest in doing anything,unmotivated,
1,demotivated and sad,"unmotivated, sad",
1,apathetic and hurting negative,"unmotivated, pain",
1,kinda unmotivated,unmotivated,
1,i feel like not working and procrastinating,unmotivated,
1,im feeling  unmotivated,unmotivated,
1,i feel unmotivated,unmotivated,
1,unmotivated worried disappointed in myself,unmotivated,
1,procastinating my study,unmotivated,
1,a little unmotivated,unmotivated,
1,slightly unmotivated but productive,"unmotivated, determined",
1,too unmotivated to get up,unmotivated,
1,i feel like im stuck in my head in looping thoughts and feelings and its preventing me from being in the present,unmotivated,
1,unmotivated unenthusiastic,unmotivated,
1,apathetic low bored,"unmotivated, sad, bored",
1,dysphoric and depressed,"unmotivated, depressed",
1,im feeling unmotivated and distracted,unmotivated,
1,disinterested sad,unmotivated,
1,unmotivated  a little frustrated,unmotivated,
1,i feel like im procrastinating too much,unmotivated,
1,like a fraud i feel like im stuck in a gender limbo and im terrified i cant find a way to earn money for living,unmotivated,
1,lack luster  borde  unmotivated,unmotivated,
1,unmotivated but pressured,unmotivated,
72,numb,disconnected,
36,indifferent,disconnected,
26,distracted,disconnected,
17,cold,disconnected,
5,disconnected,disconnected,
5,uninterested,disconnected,
4,withdrawn,disconnected,
4,distant,disconnected,
3,uninspired,disconnected,
3,listless,disconnected,
3,i have a cold,disconnected,
2,intense,disconnected,
2,kinda numb,disconnected,
2,detached,disconnected,
2,iffy,disconnected,
1,i have the cold,disconnected,
1,cold and lazy,"disconnected, lazy",
1,indifferent but slightly anxious,"disconnected, anxious",
1,a little numb,disconnected,
1,directionless  unmotivated  dispassionate,"disconnected, unmotivated",
1,i feel very withdrawn and uninterested in life,disconnected,
1,kind of numb,disconnected,
1,a bit distracted  cant quite get in the zone to get my work done,"disconnected, unmotivated",
1,i have a cold i feel tired,"disconnected, tired",
1,detached tired emotional,"disconnected, tired, emotional",
1,im numb to the fact that another dull week is starting tomorrow,disconnected,
1,numb and uninterested,"disconnected, unmotivated",
1,distracted lots of thoughts and with the potential to spiral,disconnected,
1,numb feeling down and tired,"disconnected, tired",
1,cold and sick,"disconnected, sick",
1,i feel indifferent,disconnected,
1,mildly indifferent calm but not interested in doing any work low energy,disconnected,
1,im a bit numb,disconnected,
1,num,disconnected,
1,im in an iffy mood kind of down but kind of good,disconnected,
1,diatracted,disconnected,
1,cold and cough,sick,
1,numb bored but content but also questioning life at large,"disconnected, pensive",
1,incomplete,disconnected,
1,just like im numb but ignoring it,disconnected,
1,i feel uninspired,"disconnected, unmotivated",
1,im numb,disconnected,
1,im feeling cold,disconnected,
1,completely numb,disconnected,
1,im being distracted,"disconnected, unmotivated",
1,im just really cold and tired,tired,
1,numb but encouraged to keep doing things off my to do list,disconnected,
1,numb and somber,disconnected,
1,distracted from work somewhat lonely and a little lost,"disconnected, lonely",
1,numb buddy,disconnected,
1,distracted at work,disconnected,
1,zoned out uninspired,disconnected,
1,a little bit cold and ive got the sniffles but all in all im good,sick,
1,watching the sunset and distant storm lightning out backyard,disconnected,
1,numb i havent done anything all day and im avoiding my problems,"disconnected, lazy",
1,indifference,disconnected,
1,indifferent but not bad,disconnected,
1,sort of detached,disconnected,
1,i feel numb and like a failure,disconnected,
1,intense and sad,"disconnected, sad",
1,cold and nervous,"disconnected, anxious",
1,i feel listless and anxious,"disconnected, anxious",
1,catching a cold  but in good spirits,"sick,good",
1,getting over a cold,sick,
1,i have a bit of a cold  but pretty good otherwise,"sick,good",
1,numb scared anxious frustrated and angry,"scared,anxious,frustrated,angry",
1,numb anxious,"disconnected, anxious",
1,i feel numb,disconnected,
1,distracted and unmotivated,"disconnected, unmotivated",
71,relieved,relief,
3,relief,relief,
1,relief to good,relief,
1,relieved i got through my first week back,relief,
1,im feeling relieved,relief,
1,i am almost relieved,relief,
1,relieved and resolved to change,relief,
1,relieved  stressed  sad,"relief, stress, sad",
1,relieved happy calm,"relief, happy, calm",
1,im sort of relieved,relief,
1,relieved to be home,relief,
1,releved,relief,
1,relieved and content,"relief, calm",
1,relieved tired anxious,"relief, tired, anxious",
1,feeling slightly relieved,relief,
1,some relief and happy,"relief, happy",
1,relieved that i got some of the paperwork done  worried that im going to eat too much today,"relief, anxious",
1,relieved and hopeful,"relief, hopeful",
1,relieved bc exams are officially over but worried about my marks in art,"relief, anxious",
1,relieved to be finished with class,relief,
1,i feel relieved that i finished payroll  so good,relief,
1,a mix of relief sadness and frustration,"relief, annoyed",
1,i feel relieved,relief,
1,relieved and anxious,"relief, anxious",
1,relieved undeniably happy,"relief, happy",
1,relieved that work is over,relief,
1,im relieved,relief,
1,feeling quite relieved that my presentation went well,relief,
21,love,affectionate,
17,in love,affectionate,
9,loved,affectionate,
6,warm,affectionate,
2,i love you,affectionate,
1,im feeling hated and loved broken and sad happy and confused and ahhh,"affectionate, sad, happy, confused, pain",
1,romantic,affectionate,
1,i feel in love,affectionate,
1,i love a girl and she doesnt \nthat destroyed me,affectionate,
1,energised loved,affectionate,
1,love sickness,affectionate,
1,in love excited for the weekend happier but still anxious and worried about the future,affectionate,
1,i want the love of my life here in my arms,affectionate,
1,sympathetic,affectionate,
1,loved i guess,affectionate,
1,warm full happy,"affectionate, happy",
1,serenity and loved,"affectionate, loved",
1,im in love with someone who doesnt love me,affectionate,
1,very warm,affectionate,
1,affectionate,affectionate,
1,feeling love,affectionate,
1,i love our planet,affectionate,
1,loving,affectionate,
1,kind of over the point to not caring,disconnected,
1,im feeling loved,"affectionate, loved",
1,i feel the need to be loved,affectionate,
1,i love music,affectionate,
1,in love super happy,"affectionate, happy",
1,i feel loved by my children and i know that i do not have to be with josh forever possibly a couple more years until kids are a little older,affectionate,
1,i have fallen in love with life again i feel alive for the first time in years i am in love with summer and my partners i am finally at peace,affectionate,
1,loved and alone,"affectionate, loved, lonely",
1,encouraged warm happy,"affectionate, happy",
1,i feel a bit in love,affectionate,
1,i love food so pretty good,affectionate,
1,loved by my family content and happy,"affectionate, calm, happy",
1,i really want to experience love,affectionate,
1,in love happy,"affectionate, happy",
1,loved and chilled,"affectionate, calm",
1,my mood is loving,affectionate,
1,like he doesnt love me anymore,sad,
1,warm and okay,"affectionate, okay",
45,guilty,"embarrassed, regret",
12,ashamed,"embarrassed, regret",
9,slow,embarrassed,
9,crappy,embarrassed,
8,awkward,embarrassed,
7,embarrassed,embarrassed,
6,like crap,embarrassed,
5,annoying,embarrassed,
4,lame,embarrassed,
3,self conscious,embarrassed,
2,selfconscious,embarrassed,
1,guilty  because i turned down a job overwhelmed  because i have so much homework to do,"embarrassed, anxious",
1,slow and tired,"embarrassed, tired",
1,guilty but ok,"embarrassed, okay",
1,self conscious ugly,embarrassed,
1,embarrassed and worried,embarrassed,
1,crampy,embarrassed,
1,guilty i guess i should be doing work but i cant help but stay motionless,"embarrassed, regret",
1,i feel guilty for not having done enough of the things i wanted to do today,embarrassed,
1,guilty relaxed,"embarrassed, calm, regret",
1,guilty because i was late,"embarrassed, regret",
1,today has been slow i didnt have a breakdown but i havent been happy either just tired,embarrassed,
1,guilty incompetent anxious about repercussions afraid of failure,"embarrassed, regret",
1,selfconscious nervous and demotivated,"embarrassed, anxious, unmotivated",
1,mortified and hopeless,"embarrassed, depressed",
1,a little embarrassed a little giddy,embarrassed,
1,almost ashamed for this honest ass poem i wrote but its also a part of my persona who knows i dont,embarrassed,
1,kind of dim a little slow not much really,embarrassed,
1,like crap because my job is so boring,"upset, bored",
1,slow thinking,embarrassed,
1,embarassed,embarrassed,
1,annoying now,embarrassed,
1,horrid,embarrassed,
1,not belonging  guilty  a little anxious,"embarrassed, anxious, regret",
1,guilty i havent done enough work weird about leaving for so long tomorrow leaving everything up in the air disappointed about guys happy to leave everything behind,"embarrassed, regret",
1,i feel guilty and sad because ive caused it,"embarrassed, sad, regret",
1,guilty and anxious,"embarrassed, anxious, regret",
1,kinda crappy because im fighting with him again over something stupid,"embarrassed, upset",
1,embarrased,embarrassed,
1,both guilty and relieved,"embarrassed, relief, regret",
1,i feel guilty and ashamed of my weight,"embarrassed, regret",
1,i feel really guilty and i dont know why and im a bit worried and stressed about the trip im going on next week,"embarrassed, regret",
1,guilty about being lazy very tired,"embarrassed, regret",
1,guilty and ashamed,"embarrassed, regret",
1,ashamed hurt disappointed hating myself,embarrassed,
1,socially awkward,embarrassed,
1,im self conscious and lonely,"embarrassed, lonely",
1,kinda lame,embarrassed,
1,little lame,embarrassed,
1,i feel guilty,"embarrassed, regret",
1,pretty crappy,"embarrassed, upset",
1,a little guilty about not focusing on work  but looking forward to seeing family,"embarrassed, regret",
1,guilty anxious worse unmotivated a little hopeless,"embarrassed, regret, unmotivated, depressed",
1,somewhat guilty for not enjoying myself more,"embarrassed, regret",
24,confident,confidence,
15,proud,confidence,
7,strong,confidence,
2,empowered,confidence,
2,powerful,confidence,
1,solid in control feeling confident in the future,confidence,
1,unconfident,confidence,
1,since talking to him  i feel more confident and happy,"confidence, happy",
1,i feel proud of myself  empowered,confidence,
1,i am feeling very optimisitc and also empowered,"confidence, hopeful",
1,i feel empowered,confidence,
1,i am very proud of myself,confidence,
1,i feel confident,confidence,
1,pretty confident and hungry,"confidence, hungry",
1,i am proud of myself satisfied and confident,"confidence, calm",
1,confidence,confidence,
1,strong  ready,confidence,
1,confident inspiring,"confidence, inspired",
1,i am not confident,uncertain,
1,proud and motivated,"confidence, determined",
1,abused but strong,confidence,
1,neither here nor there i am feeling confident tho,confidence,
1,proud of myself and energetic,"confidence, engaged",
1,i feel confident in myself,confidence,
1,not confident,uncertain,
1,powerfull,confidence,
1,im more confident with my thoughts  and plans for the future,confidence,
1,i feel powerful,confidence,
1,confident and fearfull,confidence,
1,im pretty proud of myself and the things ive done today,confidence,
1,i am confident,confidence,
1,i feel powerful i feel happy,"confidence, happy",
1,proud to say no when i mean it,confidence,
1,confident sad,"confidence, sad",
1,feeling strong and confident,confidence,
1,powerful undestructible,confidence,
1,im proud of myself,confidence,
1,humbled yet powerful,confidence,
1,proud and excited,"confidence, excited",
1,proud of myself,confidence,
1,proud and happy,"confidence, happy",
1,confident to make something new and satisfying,confidence,
1,feeling confident,confidence,
1,looking forward to the party confident it will be fun,"confidence, excited",
1,pretty reaxed abd proud i swam an hour,confidence,
1,confident but impatient,confidence,
1,im proud of myself for be able to help others,confidence,
1,i feel proud that i applied for the jobs  but i still have a lot to do for the taz project,confidence,
1,powerful strong illuminated,confidence,
24,horny,sexy,
10,sexy,sexy,
5,horney,sexy,
2,flirty,sexy,
1,flirty  good,sexy,
1,slightly horny,sexy,
1,horny and happy,sexy,
1,wet and horny,sexy,
1,honestly a little turned on,sexy,
1,pretty sexy,sexy,
1,horny tbh,sexy,
1,sexy lol,sexy,
1,weed hornu,sexy,
15,heartbroken,"loss, upset, pain",
6,missing,loss,
3,homesick,loss,
2,grief,loss,
2,a little homesick,loss,
2,missing him,loss,
1,i miss people,loss,
1,im missing,loss,
1,i miss a friend i dont know if im infatuated with him,loss,
1,i miss julie,loss,
1,i am feeling grief because i have to move across the country in two weeks i am angry and sad  too,loss,
1,i miss the times when stuff wasnt royally messed up,loss,
1,i miss someone,loss,
1,i miss hannah and im not sure what the best way to tell her how i feel,loss,
1,missing people ,loss,
1,i miss my husband and because i dont want to feel alone i am spending time with my family,loss,
1,i miss my exgirlfriend,loss,
1,im missing him,loss,
1,feeling distrustful of people and missing someone,loss,
1,missing someone,loss,
1,i miss my room at home,loss,
1,a little bit homesick,loss,
1,im a bit homesick,loss,
1,mourning,loss,
1,i miss her,loss,
1,missing camp  the quincy people,loss,
1,im missing my bestfriend right now he was always here for me and we had the best convos and i just miss him and i feel alone,loss,
1,i miss my ex,loss,
23,worthless,"distortion, depressed",
21,useless,distortion,
19,fat,distortion,
15,like a failure,distortion,
11,weak,distortion,
10,stupid,distortion,
6,ugly,distortion,
6,gross,distortion,
3,incompetent,distortion,
2,i feel fat,distortion,
2,dumb,distortion,
2,inadequate,distortion,
2,fat and gross,distortion,
1,i feel fat and disgusting,distortion,
1,gross and tired and a little upset that i woke up so late,distortion,
1,i feel worthless,"distortion, depressed",
1,feel used and stupid,distortion,
1,i feel really worthless and depressed,"distortion, depressed",
1,i feel stupid and dumb,distortion,
1,feeling stupid about our last conversation,distortion,
1,fat disgusting stupid,distortion,
1,i am fat and ugly,distortion,
1,worthless sad and exhausted,"distortion, sad, tired",
1,you are fuckin stupid,distortion,
1,stupid hopeless,distortion,
1,dumb not good enough,distortion,
1,gross tired,"distortion, tired",
1,useless  tired,"distortion, tired",
1,ugly bored,"distortion, bored",
1,disgusting,distortion,
1,i am useless,distortion,
1,inadequate too slow overwhelmed,distortion,
1,worthlessness,distortion,
1,i feel like garbage,distortion,
1,i am feeling stupid,distortion,
1,little weak,distortion,
